78125000	-100
156250000	-100
234375000	-100
312500000	-100
390625000	-100
468750000	-100
546875000	-100
625000000	-89.2674431668539
703125000	-100
781250000	-100
859375000	-100
937500000	-100
1015625000	-100
1093750000	-100
1171875000	-100
1250000000	-84.7466697093994
1328125000	-100
1406250000	-100
1484375000	-100
1562500000	-100
1640625000	-100
1718750000	-100
1796875000	-100
1875000000	-81.3522993720062
1953125000	-100
2031250000	-100
2109375000	-100
2187500000	-100
2265625000	-100
2343750000	-100
2421875000	-100
2500000000	-78.9069412462622
2578125000	-100
2656250000	-100
2734375000	-100
2812500000	-100
2890625000	-100
2968750000	-100
3046875000	-100
3125000000	-78.4372876627102
3203125000	-100
3281250000	-100
3359375000	-100
3437500000	-100
3515625000	-100
3593750000	-100
3671875000	-100
3750000000	-77.1064602150281
3828125000	-100
3906250000	-100
3984375000	-100
4062500000	-100
4140625000	-100
4218750000	-100
4296875000	-100
4375000000	-76.5355967950334
4453125000	-100
4531250000	-100
4609375000	-100
4687500000	-100
4765625000	-100
4843750000	-100
4921875000	-100
5000000000	-76.9760129213458
5078125000	-100
5156250000	-100
5234375000	-100
5312500000	-100
5390625000	-100
5468750000	-100
5546875000	-100
5625000000	-76.887937643591
5703125000	-100
5781250000	-100
5859375000	-100
5937500000	-100
6015625000	-100
6093750000	-100
6171875000	-100
6250000000	-77.4062516349097
6328125000	-100
6406250000	-100
6484375000	-100
6562500000	-100
6640625000	-100
6718750000	-100
6796875000	-100
6875000000	-78.2674381858277
6953125000	-100
7031250000	-100
7109375000	-100
7187500000	-100
7265625000	-100
7343750000	-100
7421875000	-100
7500000000	-78.9817551601287
7578125000	-100
7656250000	-100
7734375000	-100
7812500000	-100
7890625000	-100
7968750000	-100
8046875000	-100
8125000000	-80.4132478363007
8203125000	-100
8281250000	-100
8359375000	-100
8437500000	-100
8515625000	-100
8593750000	-100
8671875000	-100
8750000000	-81.6035860641313
8828125000	-100
8906250000	-100
8984375000	-100
9062500000	-100
9140625000	-100
9218750000	-100
9296875000	-100
9375000000	-83.4503236506487
9453125000	-100
9531250000	-100
9609375000	-100
9687500000	-100
9765625000	-100
9843750000	-100
9921875000	-100
10000000000	-84.4501081367955
10078125000	-100
10156250000	-100
10234375000	-100
10312500000	-100
10390625000	-100
10468750000	-100
10546875000	-100
10625000000	-86.8779020022539
10703125000	-100
10781250000	-100
10859375000	-100
10937500000	-100
11015625000	-100
11093750000	-100
11171875000	-100
11250000000	-88.4309948146858
11328125000	-100
11406250000	-100
11484375000	-100
11562500000	-100
11640625000	-100
11718750000	-100
11796875000	-100
11875000000	-90.749881000971
11953125000	-100
12031250000	-100
12109375000	-100
12187500000	-100
12265625000	-100
12343750000	-100
12421875000	-100
12500000000	-94.4295484495143
12578125000	-100
12656250000	-100
12734375000	-100
12812500000	-100
12890625000	-100
12968750000	-100
13046875000	-100
13125000000	-95.8063460482004
13203125000	-100
13281250000	-100
13359375000	-100
13437500000	-100
13515625000	-100
13593750000	-100
13671875000	-100
13750000000	-99.6345812078159
13828125000	-100
13906250000	-100
13984375000	-100
14062500000	-100
14140625000	-100
14218750000	-100
14296875000	-100
14375000000	-100
14453125000	-100
14531250000	-100
14609375000	-100
14687500000	-100
14765625000	-100
14843750000	-100
14921875000	-100
15000000000	-100
15078125000	-100
15156250000	-100
15234375000	-100
15312500000	-100
15390625000	-100
15468750000	-100
15546875000	-100
15625000000	-100
15703125000	-100
15781250000	-100
15859375000	-100
15937500000	-100
16015625000	-100
16093750000	-100
16171875000	-100
16250000000	-100
16328125000	-100
16406250000	-100
16484375000	-100
16562500000	-100
16640625000	-100
16718750000	-100
16796875000	-100
16875000000	-100
16953125000	-100
17031250000	-100
17109375000	-100
17187500000	-100
17265625000	-100
17343750000	-100
17421875000	-100
17500000000	-100
17578125000	-100
17656250000	-100
17734375000	-100
17812500000	-100
17890625000	-100
17968750000	-100
18046875000	-100
18125000000	-100
18203125000	-100
18281250000	-100
18359375000	-100
18437500000	-100
18515625000	-100
18593750000	-100
18671875000	-100
18750000000	-100
18828125000	-100
18906250000	-100
18984375000	-100
19062500000	-100
19140625000	-100
19218750000	-100
19296875000	-100
19375000000	-100
19453125000	-100
19531250000	-100
19609375000	-100
19687500000	-100
19765625000	-100
19843750000	-100
19921875000	-100
20000000000	-100
20078125000	-100
20156250000	-100
20234375000	-100
20312500000	-100
20390625000	-100
20468750000	-100
20546875000	-100
20625000000	-100
20703125000	-100
20781250000	-100
